File;Segment;coef_variation;first_diff_max;first_diff_mean;kurtosis;power1;power2;power3;power4;ratio1;ratio2;ratio3;ratio4;sec_diff_max;sec_diff_mean;slopemean;slopevar;spec_entropy;w1;w2;w3;w4;w5;w6;w7;w8;welch1;welch2;welch3;welch4;labels_jules;Skewness;Mobility;Complexity
5;5;4.258721267;0.005609843;1.94E-05;106.7415427;101.6563607;36.45139457;17.81164332;42.95209514;0.511166074;0.183291199;0.089563582;0.215979145;0.004589766;1.59E-05;-3.86E-08;1.45E-08;0.746293672;-6.21E-05;0.000810009;-1.20E-07;5.52E-05;0.013716585;5.08E-05;-0.144345167;-0.000665738;8.38E-08;1.09E-08;2.94E-09;2.13E-09;0;-1.739672025;0.001310643;0.389838683
5;6;-8.595711909;0.002225978;2.23E-05;23.67305565;23.48582164;13.33022973;6.53117169;10.12616594;0.439205782;0.249287169;0.122138728;0.189368322;0.001384693;1.62E-05;-2.51E-07;1.18E-08;0.795059711;-4.49E-05;0.000587609;2.93E-09;4.48E-05;0.013645118;3.89E-05;-0.139429466;-0.000575822;2.30E-08;5.44E-09;1.39E-09;5.54E-10;0;1.006049748;0.002018092;0.83830974
5;7;2.91221164;0.005378338;2.25E-05;1067.459772;42.01644945;25.37073018;17.47060145;36.94952372;0.344941952;0.208285786;0.143428192;0.303344071;0.005056017;1.83E-05;-3.38E-07;3.81E-08;0.829046279;7.40E-05;0.000611151;-2.11E-08;6.01E-05;0.02509867;0.00015154;-0.243219112;-0.001829542;1.10E-07;3.68E-08;1.03E-08;4.87E-09;0;-7.728380481;0.002346555;1.094709071
5;8;4.496923964;0.000970644;1.53E-05;19.66545747;36.59897879;18.03800061;11.33897349;21.0774834;0.420419691;0.207206072;0.130253026;0.242121211;0.000596448;1.20E-05;-6.61E-08;1.10E-08;0.807326338;0.000170052;0.000463825;1.80E-09;2.84E-05;0.02188639;5.52E-05;-0.214492688;-0.00068511;6.43E-08;2.01E-08;5.30E-09;2.15E-09;1;2.348703342;0.001200216;5.649082495
5;9;-27.85258393;0.004012589;2.04E-05;76.19611741;157.0175457;31.69763082;14.60321238;25.54577833;0.686073087;0.138499754;0.063807334;0.111619825;0.002575912;1.62E-05;-4.14E-07;1.85E-08;0.591899426;-4.25E-05;0.000934456;-1.03E-08;4.49E-05;0.016322637;7.17E-05;-0.163074633;0;1.28E-07;1.47E-08;4.87E-09;2.35E-09;0;2.007407149;0.000828166;3.777094987
5;10;1.284168629;0.001759945;2.80E-05;4.829340014;23.24193596;13.15380906;6.849398211;13.40147617;0.410296964;0.232208192;0.12091451;0.236580335;0.0014244;2.17E-05;3.67E-08;2.82E-08;0.808388104;0.00020064;0.001193141;-4.06E-09;4.37E-05;0.084674895;9.50E-05;-0.806321318;-0.001255537;3.88E-07;3.71E-08;8.33E-09;5.02E-09;0;0.602572703;0.000646984;6.364759894
5;11;2.790295286;0.001684465;2.65E-05;22.08227884;71.84289128;13.11904553;5.852005827;12.3817213;0.696181298;0.127127876;0.056707865;0.119982961;0.00110594;2.05E-05;-3.02E-07;2.17E-08;0.578762905;0.000123548;0.001045898;9.79E-10;3.86E-05;0.065129959;8.11E-05;-0.622773;-0.001086343;3.14E-07;2.87E-08;9.05E-09;3.79E-09;0;-0.75444866;0.000684402;13.16199035
5;12;-18.45749941;0.002849019;2.50E-05;7.917828747;259.24084;57.98857676;37.76929482;43.80366391;0.650048385;0.145406799;0.094706795;0.109838022;0.002381346;1.91E-05;-3.35E-07;4.67E-08;0.637603497;0.000108695;0.001401085;4.59E-08;5.58E-05;0.07349521;0.000142986;-0.711942461;-0.001756094;2.81E-07;8.97E-08;1.94E-08;7.05E-09;1;0.284022569;0.000708298;3.825979295
5;13;12.7922413;0.002031266;1.66E-05;15.5161756;257.8774411;67.94559809;34.23363736;42.85380043;0.640036573;0.16863696;0.084965865;0.106360601;0.000676044;1.20E-05;-1.61E-07;8.06E-09;0.642216696;0.00010041;0.001093805;1.32E-08;2.87E-05;0.044882056;3.03E-05;-0.443858951;-0.000416347;1.79E-07;3.77E-08;6.67E-09;2.72E-09;0;0.202824737;0.000738662;3.697876004
5;14;27.81566623;0.001414892;9.62E-06;35.70071378;208.464667;55.96859112;47.47425765;55.85169003;0.566850982;0.152188144;0.129090603;0.15187027;0.000660453;6.86E-06;-1.68E-08;7.64E-10;0.720007207;-5.73E-05;0.000730643;1.31E-09;1.25E-05;0.013094378;2.98E-06;-0.137059067;0;6.05E-08;5.13E-09;1.07E-09;2.97E-10;1;-0.894718126;0.000444861;7.097256255
5;15;-0.372328699;0.001496784;1.01E-05;12.08902385;195.9865525;33.11834678;17.42933444;29.07583057;0.711100855;0.120163779;0.063239107;0.105496258;0.000943723;7.56E-06;-2.39E-07;4.87E-09;0.564744065;-0.000100707;0.000714324;3.48E-09;2.16E-05;0.017946879;2.38E-05;-0.185198522;-0.000280382;5.19E-08;6.60E-09;1.12E-09;4.86E-10;1;-0.317867089;0.000761419;6.083701967
5;16;4.64503143;0.00065324;7.98E-06;26.11188462;80.57472919;15.59300425;9.186445078;14.31667222;0.673302886;0.130299101;0.076764266;0.119633746;0.000358495;6.04E-06;-2.20E-08;2.83E-10;0.61073934;3.56E-05;0.000625003;2.61E-09;8.85E-06;0.012613646;1.52E-06;-0.13071532;-2.55E-05;1.09E-08;6.87E-10;1.24E-10;6.72E-11;1;0.793367984;0.000349849;16.83112524
5;17;-13.44041938;0.001159854;1.13E-05;17.18077775;79.0568543;16.95795369;11.07255376;17.87236818;0.632658652;0.135707349;0.088608976;0.143025022;0.000618305;8.36E-06;-1.58E-07;1.51E-09;0.654626232;-0.000122454;0.000742332;8.04E-10;1.33E-05;0.011568832;3.55E-06;-0.132626663;-6.03E-05;3.00E-08;3.91E-09;7.37E-10;2.90E-10;1;0.196376904;0.000373369;9.202614888
5;18;-12.11865798;0.00045627;8.14E-06;29.47295876;85.34829732;17.28274091;8.680089987;14.85959961;0.67645086;0.136979006;0.068796385;0.117773749;0.000268625;6.23E-06;-2.41E-08;2.64E-10;0.604424352;-0.000124771;0.000273246;-4.82E-11;8.02E-06;0.003811625;1.20E-06;-0.04652489;-2.30E-05;1.08E-08;1.00E-09;1.92E-10;1.09E-10;1;0.796992566;0.000777492;3.645797508
6;1;-5.690418822;0.001119819;6.10E-06;374.2539653;19.58295767;12.65020628;6.175033527;13.46073767;0.377546938;0.243887912;0.119050709;0.25951444;0.000742199;4.95E-06;7.61E-09;8.68E-10;0.817257547;-1.81E-05;6.05E-05;-8.75E-10;1.27E-05;8.47E-05;3.05E-06;-0.001351575;-4.84E-05;3.50E-10;1.24E-10;3.37E-11;1.98E-11;1;-3.702833522;0.003062863;1.111700768
6;2;-3.003852181;3.54E-05;4.16E-06;1.886729669;5.097913266;2.367732954;1.849884244;3.206340348;0.407120736;0.189087796;0.147732258;0.25605921;3.16E-05;3.46E-06;-2.10E-08;2.81E-11;0.815283979;-7.20E-06;2.11E-05;2.54E-10;3.59E-06;1.43E-05;1.50E-07;-0.000275286;-3.60E-06;3.90E-11;9.13E-12;4.66E-12;1.90E-12;1;-0.048938644;0.002408109;7.521191306
6;3;3.300251989;4.84E-05;4.61E-06;2.047106823;3.928899595;2.638055076;2.147932582;3.341493596;0.325877197;0.218809866;0.178157327;0.277155611;2.62E-05;3.73E-06;-2.26E-08;3.21E-11;0.845546373;8.34E-06;3.29E-05;5.50E-10;3.78E-06;4.48E-05;1.67E-07;-0.000690962;-4.01E-06;1.52E-10;3.45E-11;1.80E-11;5.80E-12;1;0.148417591;0.002410352;4.54178913
6;4;-0.042549969;5.94E-05;4.57E-06;1.772456669;6.438367431;3.341411701;2.625876973;3.940913051;0.393866589;0.204410581;0.160637804;0.241085026;3.84E-05;3.67E-06;-1.73E-08;3.36E-11;0.825270373;-1.35E-06;3.65E-05;1.42E-09;3.74E-06;5.17E-05;1.65E-07;-0.000818669;-3.96E-06;1.50E-10;3.06E-11;2.19E-11;6.20E-12;1;0.138873696;0.002370051;3.507029469
6;5;4.697106555;0.000298679;4.88E-06;17.3257253;55.93746103;18.45284297;12.41058313;22.09290388;0.513688251;0.169457256;0.113969612;0.202884881;0.000201815;3.90E-06;-1.16E-08;1.06E-10;0.754392168;2.47E-06;6.38E-05;3.56E-10;4.95E-06;0.000188902;4.98E-07;-0.002403324;0;1.05E-09;1.30E-10;4.60E-11;1.52E-11;0;0.496120477;0.002006354;2.970803067
6;6;6.363168996;0.00010914;5.14E-06;1.838867946;18.13041363;10.03420285;9.233891627;22.7728474;0.301313033;0.166760459;0.153459924;0.378466585;7.42E-05;4.16E-06;-2.81E-09;9.95E-11;0.817377608;-3.43E-06;3.41E-05;-1.52E-09;4.96E-06;4.02E-05;5.16E-07;-0.000655203;-9.85E-06;1.75E-10;4.93E-11;2.78E-11;2.84E-11;1;-0.079817899;0.002513716;3.100750771
6;7;11.27088821;0.000558963;5.04E-06;123.1451856;28.63953237;15.67946876;13.73608382;20.19463665;0.366001716;0.20037731;0.175541632;0.258079342;0.000244328;4.05E-06;2.47E-08;1.90E-10;0.835682097;-1.58E-06;0.000100635;-1.23E-09;6.38E-06;0.000223524;8.04E-07;-0.002930613;-1.36E-05;2.11E-09;1.85E-10;7.88E-11;3.38E-11;1;5.52930089;0.00122784;2.778400433
6;8;16.43947929;0.000337148;5.09E-06;369.8955937;43.34193544;10.72705962;9.482005686;27.57251563;0.475639409;0.117719992;0.104056626;0.302583973;0.000152964;4.08E-06;1.78E-08;2.13E-10;0.747136761;4.67E-06;0.000121562;1.32E-10;6.18E-06;0.000397852;7.83E-07;-0.004986098;-1.37E-05;2.07E-09;1.04E-10;4.07E-11;2.77E-11;1;6.228658447;0.001417284;6.433092824
6;9;-10.88782574;0.000711854;4.89E-06;147.9720729;41.05217433;15.20335958;10.53202264;17.39618426;0.487649681;0.180597339;0.125107563;0.206645417;0.000252706;3.94E-06;1.79E-08;2.24E-10;0.773669999;-3.75E-06;0.000123145;1.25E-09;6.17E-06;0.000617673;7.75E-07;-0.006961087;-1.33E-05;4.94E-09;1.08E-09;2.20E-10;1.03E-10;1;2.524065946;0.001651998;1.883223609
6;10;-7.917237089;0.000257697;4.74E-06;51.95421313;18.17797025;11.99619831;7.721662772;12.28243834;0.362267778;0.239071582;0.153884596;0.244776044;0.000122728;3.78E-06;-8.31E-09;6.46E-11;0.834110911;-5.12E-06;8.19E-05;-8.31E-10;4.65E-06;0.000238245;2.97E-07;-0.002950048;0;1.73E-09;2.42E-10;4.22E-11;1.93E-11;0;2.842714283;0.00177515;2.493792162
6;11;-837.575702;8.65E-05;4.96E-06;10.77979132;22.00338517;14.33138811;9.326033835;11.51381381;0.384845318;0.250659958;0.163114922;0.201379801;5.91E-05;3.92E-06;6.92E-10;4.59E-11;0.828128767;2.64E-06;4.97E-05;3.02E-10;4.07E-06;8.95E-05;2.03E-07;-0.00139042;-4.77E-06;1.12E-09;9.08E-11;2.74E-11;8.56E-12;0;0.911156108;0.002198599;2.485570486
6;12;56.60500636;0.000206587;5.30E-06;47.67914496;22.97206993;15.27996904;9.55391152;11.52162657;0.387207283;0.257552555;0.161036604;0.194203558;6.57E-05;4.15E-06;-1.21E-08;7.51E-11;0.825817168;4.07E-06;9.35E-05;-6.40E-10;4.85E-06;0.000519055;3.15E-07;-0.006000777;-6.76E-06;2.78E-09;1.44E-10;4.05E-11;9.78E-12;0;2.298351696;0.002209397;4.745952884
6;13;4.647099485;5.53E-05;5.80E-06;1.235215117;18.55479886;13.16687962;7.743305898;9.543193029;0.378606181;0.268666992;0.158000283;0.194726544;3.87E-05;4.66E-06;-2.75E-08;7.14E-11;0.826976955;-1.47E-06;4.23E-05;7.21E-10;5.08E-06;6.09E-05;3.47E-07;-0.001004716;-7.83E-06;4.86E-10;8.97E-11;2.86E-11;7.92E-12;1;0.225396631;0.002810358;2.197140009
6;14;-10.8703337;8.94E-05;6.34E-06;6.779936911;17.00825031;10.44307819;6.690495903;9.464731414;0.390038837;0.239484132;0.153428671;0.21704836;4.67E-05;5.12E-06;-1.10E-08;8.84E-11;0.825560162;1.30E-06;5.11E-05;4.04E-10;5.59E-06;0.000115394;4.23E-07;-0.001626421;-9.43E-06;6.80E-10;8.00E-11;2.50E-11;7.38E-12;0;0.646421087;0.002960748;1.416702829
6;15;-0.181585647;0.000103785;6.57E-06;6.754688134;18.10388964;11.121852;6.668571042;9.271254685;0.400833881;0.246246259;0.147647233;0.205272628;6.16E-05;5.27E-06;-2.64E-08;1.04E-10;0.819547984;8.17E-06;8.09E-05;3.62E-10;6.02E-06;0.000415025;5.24E-07;-0.005052859;0;2.14E-09;1.78E-10;3.00E-11;1.04E-11;1;0.768530607;0.002530602;3.138459114
6;16;20.88209616;7.85E-05;7.11E-06;3.071146208;21.08112681;13.03183388;7.733163299;9.987020427;0.406711324;0.251418933;0.149193405;0.192676337;6.55E-05;5.76E-06;-1.26E-08;1.44E-10;0.81652539;8.80E-06;4.80E-05;-7.85E-10;6.84E-06;7.03E-05;7.24E-07;-0.001138763;-1.54E-05;4.54E-10;1.05E-10;2.94E-11;1.01E-11;1;0.234393618;0.002914428;2.49644275
6;17;-8.056909902;0.00028633;7.99E-06;32.78842282;37.71497211;17.7485464;11.14365002;15.55509058;0.459030369;0.216018237;0.135629791;0.189321603;0.000154421;6.53E-06;-2.10E-08;2.08E-10;0.791890039;-6.50E-06;0.000103778;-7.36E-10;8.27E-06;0.000398409;1.11E-06;-0.004854364;-2.25E-05;3.67E-09;2.81E-10;7.07E-11;3.44E-11;1;2.34319194;0.002457368;1.81708768
6;18;-3.963775849;0.000156389;7.40E-06;27.44384334;26.74469639;15.93722975;10.54843823;14.07772266;0.397347445;0.236780311;0.156718735;0.20915351;9.41E-05;6.03E-06;2.27E-08;1.62E-10;0.823608995;-1.77E-06;5.81E-05;2.28E-09;6.93E-06;7.61E-05;8.16E-07;-0.001214174;-1.72E-05;5.49E-10;1.45E-10;3.95E-11;1.29E-11;1;1.252198384;0.002373899;3.690121096
6;19;-0.940812275;0.00069557;6.91E-06;49.17279671;23.2187335;12.17526338;8.088263422;11.27600214;0.424022467;0.222345685;0.147708548;0.205923301;0.000152964;5.54E-06;6.42E-08;3.72E-10;0.811466524;8.38E-06;0.00014051;2.69E-10;9.27E-06;0.001215576;2.34E-06;-0.013476829;-3.50E-05;8.77E-09;1.25E-09;3.68E-10;9.95E-11;1;0.981119281;0.001786534;1.55337989
6;20;-233.1309166;0.000103348;8.68E-06;7.143549114;15.09375324;9.101429516;6.581035824;11.29361933;0.358778498;0.216340969;0.156431214;0.268449319;7.64E-05;6.91E-06;4.26E-08;2.05E-10;0.833955568;-8.60E-07;5.39E-05;-6.95E-10;8.25E-06;0.000116131;1.27E-06;-0.00165813;-2.62E-05;5.42E-10;3.94E-11;1.95E-11;1.17E-11;1;0.342197919;0.003162254;1.416248214
7;1;-13.50656086;0.001471065;1.80E-05;11.70123679;20.4252265;6.857362474;4.508305775;7.521043832;0.51956803;0.174434605;0.114680322;0.191317043;0.000813381;1.42E-05;-1.20E-06;4.39E-09;0.751533678;-1.22E-05;0.000259578;-1.09E-09;3.41E-05;0.001457062;1.88E-05;-0.019083712;-0.000315254;5.59E-09;2.29E-10;5.58E-11;2.19E-11;1;-0.271363637;0.002205228;2.99617371
7;2;-4.022767122;0.00520818;8.16E-06;1269.038501;25.18706072;8.169274703;7.88392846;25.63626368;0.376620343;0.122154588;0.117887826;0.383337243;0.004942724;6.67E-06;3.23E-08;1.77E-10;0.773070137;-8.51E-06;0.000276708;1.27E-08;3.28E-05;0.001215727;1.47E-05;-0.016663006;-0.000179891;5.12E-09;3.15E-10;1.05E-10;6.00E-11;1;-0.252913381;0.002166394;1.962802791
7;3;10.98213644;0.000229829;7.77E-06;21.93823102;15.62631833;6.115003402;4.990221122;7.416362363;0.457606938;0.179074042;0.146135498;0.217183523;0.000122728;5.82E-06;-3.00E-08;1.77E-10;0.794329538;-7.76E-06;0.000184853;1.22E-09;6.99E-06;0.000591536;9.87E-07;-0.008669424;-2.02E-05;2.45E-09;1.82E-10;2.42E-11;9.33E-12;1;0.888806036;0.000854943;21.34341603
7;4;5.780519148;0.000203564;7.62E-06;5.443151123;27.07808798;7.598697895;5.949845876;6.909096529;0.569636544;0.15985235;0.125165767;0.145345339;6.43E-05;5.67E-06;-2.18E-08;1.81E-10;0.717073391;5.25E-07;0.000201221;-7.18E-10;6.45E-06;0.000646005;8.68E-07;-0.009694003;0;3.31E-09;1.42E-10;3.13E-11;7.01E-12;1;0.084029235;0.000641205;11.09891633
7;5;9.040719527;6.26E-05;6.44E-06;2.126714388;23.91955169;10.18624953;7.098253969;8.507052238;0.481171169;0.204908924;0.142790099;0.171129807;4.56E-05;5.02E-06;-1.60E-08;7.79E-11;0.780916443;1.44E-05;0.000151326;-5.24E-10;4.83E-06;0.000396018;4.00E-07;-0.006263113;-8.95E-06;2.58E-09;1.56E-10;3.28E-11;6.91E-12;1;-0.344296468;0.00067935;12.01019182
7;6;5.96938276;8.16E-05;7.90E-06;1.386118951;25.99216042;10.50993711;8.19670986;10.12627175;0.474092529;0.191699443;0.149506576;0.184701452;4.67E-05;5.87E-06;-3.26E-08;1.71E-10;0.786971929;8.81E-06;0.000165959;-8.54E-10;6.02E-06;0.000437792;9.11E-07;-0.00687698;-1.93E-05;3.55E-09;1.89E-10;4.31E-11;9.17E-12;1;-0.19709378;0.000753103;19.31434455
7;7;94.3662673;0.000170523;8.23E-06;4.801985319;28.36698153;15.93110144;9.982365743;16.47170872;0.400934509;0.225167712;0.141089206;0.232808572;0.000131253;6.02E-06;-4.30E-08;2.24E-10;0.818778463;1.01E-05;0.000161649;2.23E-10;6.40E-06;0.000408164;1.12E-06;-0.006403816;0;3.23E-09;2.57E-10;5.09E-11;2.03E-11;1;-0.182651508;0.000732371;11.58553183
7;8;-0.840522834;9.51E-05;7.57E-06;2.284046381;38.26675535;14.92028452;10.01440238;13.7842701;0.497063081;0.19380589;0.130081311;0.179049718;7.16E-05;5.59E-06;-3.16E-08;1.72E-10;0.769695483;1.08E-05;0.0001748;1.67E-09;5.82E-06;0.000494781;8.38E-07;-0.007670086;-1.76E-05;3.54E-09;2.32E-10;4.89E-11;1.25E-11;1;-0.063868191;0.000719146;14.34892542
7;9;-4.924021358;0.000723875;1.01E-05;14.37849818;112.7563078;42.29487599;16.87680465;20.46461098;0.586074039;0.219836294;0.087720654;0.106369013;0.000528872;7.19E-06;-5.21E-08;5.48E-10;0.682226652;1.41E-05;0.000283556;-5.84E-10;1.06E-05;0.001555992;3.18E-06;-0.01921969;-5.64E-05;9.90E-09;1.42E-09;1.72E-10;6.23E-11;1;0.526978976;0.000657812;8.533571741
7;10;-14.5396315;0.000542387;8.07E-06;7.149232261;120.8472354;35.0162518;19.51253781;29.19833098;0.590725239;0.171166379;0.095381152;0.142727229;0.000295146;6.19E-06;-3.72E-08;2.44E-10;0.692842691;1.46E-06;0.000274898;-3.29E-09;7.33E-06;0.001485302;1.27E-06;-0.019127913;-2.50E-05;8.13E-09;7.01E-10;1.40E-10;4.19E-11;1;0.848431517;0.000646748;207.3758302
7;11;-121.7563052;0.001005069;1.16E-05;17.6053736;76.80125145;49.59941571;23.19123632;33.4257583;0.419638469;0.271008903;0.126715838;0.18263679;0.000217188;7.97E-06;-4.59E-08;6.67E-10;0.801850176;-1.55E-06;0.000255879;1.16E-08;1.20E-05;0.001124322;4.07E-06;-0.015059084;-7.50E-05;4.54E-09;2.55E-09;1.19E-10;4.76E-11;1;0.047128774;0.000828272;4.37823087
7;12;57.81809643;0.000407965;1.10E-05;7.162144451;45.27575558;17.5952688;11.08157201;17.72178582;0.493875764;0.191932232;0.120879702;0.193312302;0.000152491;7.54E-06;-5.69E-08;5.43E-10;0.769419965;9.57E-06;0.000185694;9.17E-10;9.76E-06;0.00051493;2.94E-06;-0.007766933;-5.74E-05;3.63E-09;4.04E-10;6.66E-11;3.21E-11;1;0.418463937;0.000877742;7.783934353
7;13;-4.843384082;0.000655244;1.30E-05;12.63380484;50.06093224;18.81505205;11.76404;22.71441394;0.484361708;0.182043968;0.113822301;0.219772023;0.000605263;8.60E-06;-4.38E-08;1.18E-09;0.771435915;5.79E-06;0.000202736;2.88E-09;1.23E-05;0.000865766;5.67E-06;-0.010766831;-0.000103686;5.48E-09;1.11E-09;1.55E-10;7.78E-11;1;-0.530891118;0.000968285;3.848864065
7;14;51.60056585;0.000382101;1.18E-05;9.415035872;115.2618803;41.49048226;24.67290205;31.05142719;0.54246835;0.195270747;0.116120511;0.146140393;0.000150414;7.88E-06;-7.77E-08;7.27E-10;0.73430238;1.11E-06;0.000204281;3.88E-10;1.04E-05;0.000843099;3.99E-06;-0.011146812;-7.54E-05;5.57E-09;6.00E-10;1.56E-10;4.54E-11;1;-0.178351993;0.000824263;7.841812661
7;15;-18.48136519;0.000456015;1.62E-05;16.97913533;47.83752603;17.96316196;12.63399412;23.42024013;0.46966337;0.176360274;0.124039112;0.229937244;0.000307495;1.01E-05;-5.03E-08;1.49E-09;0.781548145;5.05E-06;0.000178207;1.85E-10;1.44E-05;0.00058617;8.27E-06;-0.00820688;-0.00015269;3.22E-09;4.89E-10;9.53E-11;2.39E-11;1;1.091892834;0.001074067;9.958817511
7;16;-0.24605036;0.000354779;1.42E-05;7.688793391;26.0684276;9.616896803;6.757173416;10.03447215;0.49675939;0.183259377;0.12876455;0.191216683;0.000225785;8.98E-06;-7.29E-08;1.17E-09;0.769708634;-5.82E-07;0.000138075;-1.22E-09;1.21E-05;0.000321616;6.32E-06;-0.004928977;-0.000118611;1.79E-09;8.74E-11;2.74E-11;1.07E-11;0;0.413202939;0.001182661;6.747381825
7;17;-2.683069303;0.000452882;1.52E-05;16.71197946;79.26729413;29.40541493;17.19728244;28.4395777;0.513690075;0.190561189;0.111446636;0.1843021;0.000404323;1.02E-05;-5.73E-08;1.48E-09;0.754500071;2.89E-06;0.000201167;2.93E-10;1.45E-05;0.000763641;8.39E-06;-0.010497051;-0.000150439;6.53E-09;6.00E-10;1.25E-10;4.27E-11;1;0.6323033;0.000946705;11.34858061
7;18;5.368577127;0.000533754;1.81E-05;8.280446244;67.72418359;21.05738284;8.105405635;13.79951104;0.611855953;0.19024349;0.073228505;0.124672053;0.000321083;1.25E-05;-3.59E-07;3.04E-09;0.663142443;-3.39E-05;0.00019695;-2.57E-09;1.88E-05;0.001022951;1.49E-05;-0.014280224;-0.000256965;3.66E-09;3.86E-10;3.75E-11;1.23E-11;1;-0.399654801;0.001085361;8.37996548
7;19;-7.363537395;0.002945118;1.70E-05;84.66056984;201.4514546;87.42464274;69.78938735;101.835038;0.437461946;0.189847;0.151551158;0.221139897;0.001933309;1.28E-05;-1.06E-07;4.09E-09;0.805721688;-2.20E-05;0.00056836;-3.25E-10;3.74E-05;0.005913717;2.28E-05;-0.06451496;-0.000342581;4.33E-08;7.25E-09;2.01E-09;7.45E-10;1;-2.349590436;0.001134807;1.023388506
7;20;-4.391075383;7.93E-05;4.49E-06;8.882344134;12.64132967;8.819555637;4.319228656;5.332220591;0.406312476;0.283474569;0.13882689;0.171386065;7.03E-05;3.59E-06;-9.77E-09;4.28E-11;0.80755536;1.49E-06;4.26E-05;1.03E-09;3.91E-06;3.62E-05;2.06E-07;-0.000648194;-4.82E-06;1.66E-10;3.92E-11;6.24E-12;2.28E-12;0;0.151651741;0.001372102;5.025073976
8;1;-9.870137638;0.003145403;1.10E-05;71.15090873;59.41391394;31.7055169;23.36372688;38.67177105;0.387933411;0.207015975;0.152549625;0.252500989;0.001131185;8.14E-06;1.85E-07;1.77E-09;0.824974517;-3.84E-05;0.000711261;3.35E-09;2.22E-05;0.007984156;6.93E-06;-0.085107923;-0.000106042;6.17E-08;9.94E-09;3.60E-09;8.20E-10;0;-0.653426752;0.000775202;2.180507513
8;2;2.526376082;0.001081788;8.06E-06;29.69323972;0.574090237;0.313688211;0.261942789;0.889575787;0.281513791;0.153821737;0.12844759;0.436216881;0.000219847;6.19E-06;9.10E-08;2.77E-10;0.789272281;-3.54E-05;0.00037172;-7.46E-10;8.86E-06;0.004038134;1.17E-06;-0.044164547;-2.08E-05;2.57E-08;1.35E-09;2.42E-10;7.43E-11;0;-0.305379034;0.000944091;7.340746611
8;3;2.9515392;0.001238686;9.26E-06;22.70373509;0.535813124;0.295897998;0.280913764;0.865797988;0.270828411;0.149562564;0.141988736;0.437620288;0.000281485;7.20E-06;1.15E-07;5.69E-10;0.793298079;-4.24E-06;0.000385128;-7.35E-10;1.21E-05;0.003645531;2.35E-06;-0.041376141;-3.90E-05;3.90E-08;2.34E-09;4.52E-10;1.51E-10;0;1.800316061;0.001032804;4.247634723
8;4;-4.690531744;0.000118794;6.87E-06;8.220358092;0.188741069;0.203523699;0.249358339;0.887600388;0.123422816;0.133089571;0.163062064;0.580425549;6.89E-05;5.66E-06;-1.29E-10;8.37E-11;0.707144421;-1.25E-05;6.85E-05;1.25E-10;5.51E-06;9.19E-05;4.50E-07;-0.001566619;-1.02E-05;4.87E-10;2.70E-11;7.36E-12;5.08E-12;0;0.665418144;0.001640481;2.893097847
8;5;40.23898832;4.60E-05;7.69E-06;1.126500554;0.168572514;0.192610239;0.232917125;0.852949143;0.11649399;0.133105539;0.160960079;0.589440392;4.05E-05;6.36E-06;-5.98E-09;1.10E-10;0.698660995;-8.73E-06;5.52E-05;1.56E-09;6.28E-06;7.41E-05;6.13E-07;-0.001290536;-1.37E-05;3.34E-10;2.15E-11;5.81E-12;4.56E-12;0;-0.090170458;0.001873483;8.194119987
8;6;7.307612249;0.004290103;1.04E-05;967.3159263;3.765348608;4.978754111;5.638245638;16.33077497;0.122597385;0.162105106;0.183577736;0.531719773;0.003889277;8.64E-06;5.47E-08;8.79E-10;0.745170661;1.31E-06;0.000544936;1.41E-08;2.73E-05;0.005994325;1.01E-05;-0.066681956;-0.000139881;4.00E-08;3.93E-09;7.49E-10;3.95E-10;0;-0.865440919;0.001655013;1.575782152
8;7;-1.671241946;0.001549496;8.49E-06;69.45066125;0.348101085;0.303892394;0.343033912;1.028199825;0.172052393;0.150201812;0.169547893;0.508197901;0.000621146;6.98E-06;4.78E-08;3.42E-10;0.765750477;-3.23E-06;0.000317174;7.16E-10;9.90E-06;0.001987254;1.42E-06;-0.022450684;-2.59E-05;1.34E-08;8.35E-10;1.63E-10;5.11E-11;1;-0.110493249;0.00121227;3.361099911
8;8;-53.44155848;0.003171413;1.23E-05;50.20137952;2.523240576;1.713454616;0.936257056;1.576734886;0.373830746;0.253856895;0.138711178;0.233601181;0.000767699;9.52E-06;-1.26E-07;3.53E-09;0.826101433;2.36E-07;0.000814079;-3.79E-10;2.77E-05;0.011269913;1.30E-05;-0.117827105;0;9.52E-08;2.12E-08;3.23E-09;1.11E-09;0;-0.825919867;0.000877627;5.30970748
8;9;-4.173298514;0.006438925;2.31E-05;255.6470963;10.3053031;7.50162392;8.557407772;25.91765173;0.197110014;0.143483911;0.163677938;0.495728136;0.004817081;1.83E-05;2.40E-07;1.24E-08;0.77218473;4.98E-05;0.001828276;7.50E-08;7.45E-05;0.053009531;7.89E-05;-0.523751611;-0.00102519;3.38E-07;4.41E-08;8.99E-09;5.18E-09;0;-3.233383465;0.001106729;7.098972617
8;10;-0.939457367;0.003217604;1.47E-05;48.5457533;4.545499632;1.114166258;0.727008558;1.459401594;0.579334129;0.14200299;0.092658872;0.186004008;0.001426112;1.06E-05;-1.12E-07;1.28E-09;0.70005638;0.000149195;0.000924099;1.02E-09;2.54E-05;0.01351911;9.22E-06;-0.140125876;-0.000139715;4.71E-08;2.40E-09;5.55E-10;2.06E-10;1;2.077655817;0.000475913;6.117970349
