File,Segment,coef_variation,first_diff_max,first_diff_mean,kurtosis,power1,power2,power3,power4,ratio1,ratio2,ratio3,ratio4,sec_diff_max,sec_diff_mean,slopemean,slopevar,spec_entropy,w1,w2,w3,w4,w5,w6,w7,w8,welch1,welch2,welch3,welch4,Complexity1,Complexity2,Complexity3,Complexity4,Complexity5,Complexity6,Complexity7,Complexity8,Complexity9,Complexity10,Complexity11,Complexity12,Complexity13,Complexity14,Mobility1,Mobility2,Mobility3,Mobility4,Mobility5,Mobility6,Mobility7,Mobility8,Mobility9,Mobility10,Mobility11,Mobility12,Mobility13,Mobility14,Skewness1,Skewness2,Skewness3,Skewness4,Skewness5,Skewness6,Skewness7,Skewness8,Skewness9,Skewness10,Skewness11,Skewness12,Skewness13,Skewness14,labels_jules
1.0,1.0,-3.5934108055005654,0.0006199077821011673,7.556714852520776e-06,20.911990119922148,68.12598261926509,21.26314623061269,12.06860328846685,16.416485332146785,0.5779549088953208,0.1803884402111573,0.10238543718424344,0.13927121370927856,0.00024093965274825878,6.071108472743118e-06,1.5815575371292286e-09,2.5277319830648845e-10,0.7044058664543341,-8.154009982297502e-06,0.00027305997895916734,-2.3193877471782693e-09,9.214679762058503e-06,0.0014821487335720392,1.2287663847582165e-06,-0.01831231886431515,-2.311778479415113e-05,1.6739015348635423e-08,1.3531805401393462e-09,2.537413422790093e-10,7.161744057300257e-11,0.9506227450582112,12.849688521232801,1.1925057357775846,1.5427866744208882,4.7756618897597125,0.33626897300739705,1.7952360608451965,0.608388049713802,15.984981698215805,6.385049017461553,1.4319634643238952,2.2875468549454836,3.4761601380332405,3.574854851656,0.0005129420794763942,0.0009948024874533463,0.0005046392710135976,0.0007623076590408088,0.0006852703634228775,0.0010738563836855768,0.0006312717088404095,0.0005616158118332661,0.0007365704897800422,0.000896476907935453,0.0005035415139396574,0.0011629527080491827,0.0005504876885725576,0.0005230971527175285,-4.3095487691148815,0.8606854513458754,1.8303702538970463,-0.09954550447956537,0.9852346864435352,2.0120671623009674,2.8302447537962485,-3.946810389101616,2.8413424067936237,-0.05158220445572485,-4.266218210560377,2.2743660355772817,1.7457623495349452,-4.398558139160915,1
1.0,2.0,0.9173962320495608,9.027040512703133e-05,5.328268938399856e-06,13.240467417135909,7.384189398066628,1.8996781534550509,1.3396031726423383,2.7979927347804034,0.5501776628647458,0.14154031408468015,0.09981051445992584,0.20847150859064825,3.577301768956609e-05,4.4136674462828205e-06,-2.3329938257899686e-08,4.916427848397899e-11,0.7222144776485683,-1.1332674006142515e-05,4.4431345034886386e-05,-5.212944087896454e-10,4.575921407984445e-06,4.232957971850103e-05,2.604570672350779e-07,-0.0007596067152191653,-6.066083997614732e-06,2.61361894224173e-10,2.0322855904256065e-11,5.851720880907102e-12,2.8191118233847367e-12,3.2547269376620656,7.482887499963143,24.441416303761834,3.414514041974386,2.9471574464789265,1.9194575649905437,1.6105796736361662,3.32857410528694,5.944123939873655,6.360638637465393,4.0148664103792315,2.6222839780746967,1.6991543983519846,0.9222064523437379,0.0009390787778202869,0.002817396552279508,0.0007714363140583477,0.0014338501461267274,0.0007402743587606316,0.0022172100511203704,0.0012360692063744189,0.0011593886614336296,0.002373853878536421,0.0015880817603895069,0.0012448164325639726,0.002095820915307007,0.0007219709002779907,0.0009642151544347793,2.825335511645275,0.18393277503630132,-0.14984320231892131,-0.13815171183723332,0.5228365108260187,-0.3695074770897824,-0.012174656801432551,-0.21891722533581465,0.6559189080384034,0.03676320310358365,0.11599442192624687,0.5062555731289049,5.7388421830593535,0.5654975869179326,1
1.0,3.0,6.304742894702053,4.9652365693359056e-05,5.104091256731692e-06,4.0680944487715385,7.144537809858361,1.9545122481573416,1.2628163386637516,2.9708071687141846,0.5358668518220354,0.14659567254616393,0.09471591218894948,0.22282156344285128,3.3223006245299684e-05,4.215649647643273e-06,-2.2072766723853072e-08,4.0098116329406656e-11,0.7291739046462294,-1.3225193387340892e-05,4.379442486390766e-05,-1.2009313081483208e-10,4.24104942072068e-06,3.437366501557105e-05,2.126567906497345e-07,-0.0006293777703227513,-5.050533248666931e-06,2.016640648660517e-10,1.7073668322143984e-11,4.6030543483010966e-12,2.3764855856966017e-12,17.432688122614866,2.0362015638037856,0.021852798440510846,2.9136406821936816,17.53592097618883,3.4354242385419442,2.544265648038785,1.7689701846939774,0.3389267604386021,7.706963137571923,3.8705678315251975,8.647643076779255,1.071167461796038,17.595498482230333,0.0007934559868796767,0.002966653546706198,0.0011520151740265984,0.00169047874250091,0.0006304893317615048,0.002361921133847064,0.001194557014657676,0.0016834152415481712,0.0028575174756516573,0.0015372024046051618,0.001376365638544605,0.0015823663733326547,0.0009064811544670537,0.0010476158206051023,-1.7483491430738989,-0.08903051642684788,0.036184894530223485,-0.22396165487463826,-0.5696874188706165,-0.5025599907631256,-0.06458528822480243,-0.33899344131619163,0.18888968151321264,-0.03707673878660981,-2.1607946750018563,0.11630712654089835,1.5061679666431893,-1.800677621472698,1
1.0,4.0,-4.256766296648083,0.00015868356930320764,5.284320126079513e-06,17.45875962085287,12.066769944523456,3.683470093231087,2.279281548990262,4.274109767601451,0.5410226591721368,0.16515113770983747,0.1021932936739516,0.19163290944407424,7.5043193931269e-05,4.370398243127215e-06,-1.4950906814078342e-08,4.5027742261233965e-11,0.73284541697134,-5.575739027846805e-06,6.367676025170066e-05,-1.0870372353469311e-09,4.415277748962336e-06,6.376211231122761e-05,2.3000308582678776e-07,-0.001064072232848482,-5.420234328436368e-06,4.4277862010641203e-10,3.5200087325857944e-11,8.664892690809818e-12,4.047595473756953e-12,2.137679232525354,2.04606204069905,4.0467295819054465,0.02315894216676181,8.343244101253022,0.006959775184730912,11.986065143913946,3.6489049241431113,4.574452665913479,0.7823456774282278,10.049656620722203,3.9784370829156255,11.496825480832095,9.550287859660177,0.0007726907782348281,0.002942188195292092,0.0011210018205188052,0.001370788192574963,0.0005747863496847634,0.0015577047586677625,0.000784517247814271,0.0012737524325208938,0.0028894565659377085,0.0014980313395396366,0.0008052200419688275,0.0016388736384450016,0.0007371599423523,0.0007030413895343186,-1.2955362991080384,-0.3163654128372682,-0.1050563038136211,-0.6522547568073139,0.3518803339416429,-1.2917181849336874,-0.17150174635909934,-0.33900552851523297,-0.016765412680726968,0.12447331554044075,-1.7624165800726102,0.42871051873752897,2.370552676840405,-0.7681906741391532,1
1.0,5.0,-4.944986101792054,0.0008526145407579374,5.956461039209424e-06,40.323357318803524,32.246362753658836,7.915167071344261,5.283104691713717,8.422986644773543,0.5986223645738336,0.1469373790911481,0.09807570072336104,0.1563645556116572,0.0003596608998463199,4.8339387940649855e-06,-2.7172108927049094e-08,1.3232482999675458e-10,0.6877150026472387,7.989044401338764e-06,0.00021986322045009768,5.081876060718894e-10,6.916911099739241e-06,0.0009179706868245256,6.664481589258086e-07,-0.011265548099912528,-1.2555085230433325e-05,6.751633042584448e-09,4.853507293891131e-10,9.532171603575908e-11,3.2890121251633714e-11,16.434419194432884,2.4471961662207407,4.423619180962715,1.1299182042456837,5.07983498289158,1.8036489297091955,3.3809100893958126,1.122305572723736,3.167657288979016,2.5157825320463747,7.283701262038133,2.125463860498118,9.221524517561287,0.7579244825240773,0.0004437589290442193,0.0023670602478915678,0.0005555280388438077,0.0010337811119234726,0.0005157066435305171,0.00046660434673007675,0.0006030963013910413,0.00048605132361452996,0.0017418541516999325,0.0013727240388743238,0.0004913107738820337,0.0019048223145785106,0.0005088704904762089,0.00044694715344710187,4.6511163672338585,-0.6158672058352812,6.074152267012237,-0.4627489547425116,-5.6506013296282696,-2.3560025873990496,3.9815390691303554,3.996307602699319,-3.4083830423386967,1.273238736046419,5.423955319041873,0.051384487004628485,-6.173228957439387,4.026676800429424,1
1.0,6.0,-6.383975662203769,0.0010087845273517963,6.33742031776994e-06,139.23361744131964,77.27016343241921,26.103158793927587,8.558212127826081,19.306720526520355,0.5887777424552343,0.19889900865915647,0.06521126127138943,0.14711198761421973,0.0003728845306215871,5.014858584601846e-06,-2.985769704896134e-08,1.923102850771806e-10,0.6791668386691221,4.905282036212771e-06,0.0002946235783268812,-7.472673724129748e-10,8.737782672038375e-06,0.0016491983489902054,1.0760337148336173e-06,-0.01849805861116427,-1.8655876874401334e-05,1.9910311121501395e-08,1.8604555271635476e-09,1.8967307653034416e-10,9.637201666933005e-11,3.0321830699555896,1.66355020023951,4.7688228044821415,8.513175957417145,4.029148024707753,1.9436015280135068,0.5190797271728964,2.7148168242159705,1.6628862757830856,7.693030290956896,2.5699558656557238,3.218830852229261,3.0314478972415864,2.713200375752591,0.0005078584442676085,0.002429221990192452,0.0007267322865615142,0.0012229306921212278,0.0005917378589573981,0.0004259076834042251,0.0009435222690765783,0.0005520988052714178,0.0015810560406025202,0.0011660403430010938,0.00047591559190551574,0.0021991005848938333,0.000561594409950345,0.0004288295775306996,-14.782889244509075,0.38174960768646177,-10.582969357935854,-0.939833740639142,8.637185978761915,-0.4249397646937304,-8.419383698680853,-16.028975124685076,6.6148248542007915,-2.500340786230121,-11.869790778304605,0.3974733689819227,6.169963876674564,-8.24957316484802,0
1.0,7.0,-7.607741863136549,0.0010419346761272599,7.345665682768426e-06,64.49184104068175,107.29662434816332,38.918922883170424,18.93693232195133,26.345350434772325,0.5603020376515745,0.2032342762609768,0.09888849561967523,0.1375751904677736,0.00034290368178399767,5.765972356994721e-06,-4.184025910670429e-08,4.5517536963288895e-10,0.7145976473919182,2.6715592613219533e-06,0.0004289316662901449,-2.3829109568524777e-10,1.025890543737327e-05,0.003379212455120188,1.5282791068593453e-06,-0.037257745572511484,-2.6738038333044066e-05,4.162054811708263e-08,2.958532968234846e-09,5.254842189380611e-10,1.739395506803124e-10,1.4330992217343737,6.295517900749543,3.6281011463454633,3.77872012470474,2.6225981189559144,9.095440493482789,2.2943095285316577,3.2005522513025803e-05,2.4950329152428203,1.0666130993028644,0.6649274030553289,2.582456954258902,2.154082044634749,2.5912140268513606,0.0004861702133636754,0.0019119063703160535,0.0007326196872290304,0.0010990777096633057,0.000632077712720953,0.00037731553585743923,0.0008975407538413865,0.0005167647787745314,0.0016577600109050628,0.000948501902554199,0.00047825829105509866,0.0017007308811619831,0.0006200590699002048,0.0004283867041855912,-10.382088275664092,0.2382610775122061,-5.752920906206777,-0.6051065391830714,5.7295372304915535,1.769462094667247,-2.360469525267024,-11.189516824279542,2.4972061378153123,-5.583256047063035,-7.068677040019001,-1.6621514145726444,3.377616749633406,-4.974982164351166,0
1.0,8.0,-35.59998115863974,0.001166958094366151,9.4457295185465e-06,27.71647098097329,92.24486062470166,30.04015991016023,12.093385807219178,21.753559234540624,0.5908134204550991,0.19240236808149344,0.0774561811385405,0.1393280303248669,0.0006046441421704871,7.033482975234073e-06,-5.831097564043213e-08,6.412379757430839e-10,0.6839473962950696,1.8215862217786202e-06,0.0005723218418138348,1.3402634616843335e-09,1.4489292461209921e-05,0.006258050768893585,3.289219619388688e-06,-0.06925328291900014,-5.4654343591457785e-05,7.748858738153574e-08,6.584189537872244e-09,8.099149394550755e-10,3.4162486399716465e-10,0.4640392145245623,1.3867181536018425,0.3612320928241865,4.017219362860748,1.3174334764499505,1.2531671062613674,3.8082250960089095,3.7237599550592635,11.037747106625353,10.509995506345964,0.378426718880622,1.0145920798447952,0.91649365369165,1.2702566056250773,0.0004436943414511195,0.0015757175767793707,0.0006252097400462411,0.0011819293331482511,0.0005839461817321106,0.00040623456853596337,0.0007771478353938495,0.00047426992110549904,0.0016049040992063312,0.0008685979157736421,0.0004792319741875956,0.0014695852845799616,0.0005516689676765224,0.0004611233346888419,-5.583742020922687,-0.4305016826038057,-1.655674826800915,-0.7235064059087805,2.0472317924343777,0.4773471415624626,-0.08340503542594874,-6.1662075013387145,-1.1075641717336715,-3.3834411955232646,-4.10993990789276,-0.9876094357131052,1.883679794359508,-3.170513254792543,0
1.0,9.0,-12.19102166861533,0.0008645631658110713,6.242636667669427e-06,51.315655344056815,26.677103983575808,6.592284863000772,3.5975238600194688,6.4311218260193,0.6161273663237671,0.15225367465663975,0.08308746341152141,0.1485314956080718,0.00022359957492724703,5.037475139664495e-06,-4.2226795883502674e-08,1.749629232194319e-10,0.6678840303394074,1.3595405119815213e-05,0.0002498379636316168,-2.363749786676284e-09,8.809788552333043e-06,0.0011525131252545053,1.19517274906788e-06,-0.014197158642818597,-1.9962069585123277e-05,9.449834817675907e-09,6.172961079035271e-10,1.0944215190551707e-10,4.352687136386001e-11,0.012016916816014168,5.213244365328573,2.032444657606661,0.019812393491267063,1.5970965177854308,8.284744235518492,4.856604681731642,4.654558330733741,2.6166821172874917,9.362133640810852,0.9944569593794538,7.185687495650656,2.615045658623446,7.5250757786010505,0.00034894774174462216,0.002138218280352688,0.0005692411861285404,0.0013629229609937305,0.0005104527171723082,0.00042296357056595537,0.0006521210226357493,0.00048209723923856414,0.001717314072737194,0.0014383448054140946,0.00046541421145658183,0.0018975341875460915,0.000536253238994795,0.0004251569673587158,-3.2297572372484464,-0.12604611071307156,-1.866801616932644,-0.24475593926316494,1.1386955455213421,9.454220668137113,-1.0231752240632843,-6.291451383482247,1.6617449925661958,-0.4037145797816152,-6.4408736389293075,-0.4573733077479203,1.7302788373818347,-7.291095959181129,0
2.0,1.0,-5.374040793675417,0.0004914964915148939,5.542271746627343e-06,12.461498034359966,9.934688054232792,2.547572179544704,1.6612337217501851,2.9999711028236207,0.5795029196500265,0.14860310741577146,0.09690186412699156,0.1749921088072104,0.0004438477062420298,4.5784664384652226e-06,-3.429046647913478e-08,1.3575126576782389e-10,0.7025212549500154,5.908274386543801e-05,0.00014043734107695326,1.363561715130881e-09,7.251824396973033e-06,0.0010658282102482732,7.189417115987177e-07,-0.014866641378860243,-1.382694049517777e-05,1.1746566512419973e-09,9.77230124543684e-11,2.6053711857113106e-11,1.2182118705448224e-11,64.98227693302336,2.8096092017637067,1.4764641436297825,0.9509894476519422,0.260705136260301,2.380032981346444,1.9256027158625384,4.519098310517174,7.654742566198367,5.803362570894617,3.1051273575092675,1.2005357116728406,11.20565680405799,2.891127350231424,8.639557290149122e-05,0.001426808729701712,0.0013912772376714038,0.0012137288686046089,0.0009875458488728254,0.0004293908767019772,0.0012856900119417901,0.000584909762922361,0.000371019686078595,0.0014048448127878476,0.0013749401455105394,0.0013887684534122462,0.0006830559898135118,0.0013864014812185075,0.2235337080657336,-1.8269486364800835,-1.2424748746300285,2.139458695997332,-1.5900487508513943,2.7207768878228014,-1.054909335800347,0.6515983079031793,-0.6322210766139514,0.2795841453179363,-1.1770567661516202,-0.9014893094301708,-0.166613952288852,-0.8917697664762284,1
